head,date,text,景気,物価,金利,マネーサプライ,貿易収支,雇用,個人消費,介入,要人発言,他通貨,石油,政治,株,債権
東京市場　ムーディーズ、英バークレイズの長期債格付けを引き下げ,2009年2月2日（月）08:58:00,"先ほど米格付け会社ムーディーズが英バークレイズの長期債格付けを引き下げた。格下げの理由として追加損失計上のリスクを指摘している。報道後、ポンドは対主要通貨で軟調地合いとなっている。ポンド円は129円割れ、ポンドドルは1.43台後半まで売られた。

GBP/JPY　128.99　GBP/USD　1.4382",,,,,,,,,,,,,,
日経平均　寄り付き　85.54円安　7908.51円,2009年2月2日（月）09:01:00,,,,,,,,,,,,,,,
今週の新規投信設定情報,2009年2月2日（月）09:20:00,"2009/02/02

ファンド名／投信会社／募集総額（百万円）

三菱UFJ国内債券インデックスファンド／三菱UFJ投信／10

2009/02/06

ファンド名／投信会社／募集総額（百万円）

三井住友・Jリート・アクティブ・ファンド／三井住友アセットマネジメント／10000
みずほ好配当日本株オープン（ノーロード型）／損保ジャパン・アセットマネジメント／10000
中央三井日経225インデックスファンド（繰上償還条件）／中央三井アセットマネジメント／30000
日本株ターゲット・ファンド2/国際／国際投信投資顧問／50000",,,,,,,,,,,,,,
東京市場　ドル円、クロス円　弱含み,2009年2月2日（月）09:54:00,"ドル円、クロス円は弱含みで推移している。個別ではユーロ円、ポンド円など欧州通貨の軟調さが目を引く。ユーロについては先週、スペインがユーロを離脱するとの噂が出ていたほか、ムーディーズがアイルランドはトリプルA格付けを失う恐れがあるとしていた。ここにきてユーロという制度自体が崩壊するとの極端な見方さえ出ている。このほか、ポンドについてはムーディーズがバークレイズの格付けを引き下げていた。

EUR/JPY　114.52　GBP/JPY　129.44",,,,,,,,,,,,,,
東京仲値　89.73円　三菱東京UFJ銀行,2009年2月2日（月）09:56:00,,,,,,,,,,,,,,,
中国人民銀行　人民元中心レート　1ドル＝6.8397元,2009年2月2日（月）10:20:00,,,,,,,,,,,,,,,
東京市場　ユーロ軟調　欧州通貨危機再燃か,2009年2月2日（月）10:35:00,"ユーロが冴えない。ユーロドルやユーロ円は早朝からジリ安となっている。先週末と比べユーロポンドは反発したが、戻りは鈍い。先週伝わったスペインのユーロ離脱説（当局は否定）など欧州通貨危機再燃を連想させる噂が嫌気されているようだ。欧州の金融機関が抱える新興国向けエクスポージャーは米国の金融機関のそれを上回るとの指摘もある。金融システムを巡る不安もユーロ安を助長しているようだ。

EUR/JPY　114.15　EUR/USD　1.2717",,,,,,,,,,,,,,
NY原油・金　時間外取引　上昇、42ドル付近で推移,2009年2月2日（月）10:43:00,"東京時間10:36現在
NY原油先物3月限（WTI）（時間外取引）
1バレル＝41.95（+0.27　+0.65%）
NY金先物2月限（COMEX）（時間外取引）
1オンス＝921.40（-5.90　-0.64%）

週明けのNY原油先物は上昇。OPECが原油の追加減産に踏み切るとの見方が浮上している。ベネズエラのラミレス・エネルギー相は、（原油の）過剰供給を防ぐ目的で追加減産をすべきとの見方を示した。",,,,,,,,,,,,,,
日経平均　前引け　38.30円安　7955.75円,2009年2月2日（月）11:01:00,,,,,,,,,,,,,,,
東京市場　ドル円、上値重い,2009年2月2日（月）11:14:00,"日経平均は一時200円安に迫ったが、前引けは38円安と下げ渋った。株価下げ渋りを背景にドル円は持ち直したものの、戻りは鈍い。市場では米国のバッドバンク構想を疑問視する向きも多く、金融不安や実体経済悪化を背景としたリスク回避懸念が払拭されていない。クロス円の売りがドル円に波及している面もあるようだ。

USD/JPY　89.79",,,,,,,,,,,,,,
アジア株　上海総合、小幅高,2009年2月2日（月）12:04:00,"東京時間11:58現在
香港ハンセン指数　　 13038.98（-239.23　-1.80%）
中国上海総合指数　 1994.83（+4.18　+0.21%）
中国シンセン総合指数　 614.41（+4.14　+0.68%）
台湾加権指数　　　　 4269.53（+21.56　+0.51%）
韓国総合株価指数　 1164.79（+2.68　+0.23%）
豪ASX200指数　　　 3514.70（-26.00　-0.73%）
シンガポールST指数　 1737.26（-9.21　-0.53%）

週明けのアジア株はまちまち。旧正月明けとなる中国市場では、上海総合指数が小幅高。当局の景気刺激策への期待感が相場を下支えしているようだ。ただ、指数は一時マイナスに転じるなど上値は重い。景気が急速に悪化しており、先行き不透明感も根強い。",,,,,,,,,,,,,,
東京市場　豪首相、2009年は厳しい年に,2009年2月2日（月）12:08:00,"ラッド豪首相の発言が伝わっている。首相は2009年は豪経済にとって厳しい年になろう、政府は経済成長と雇用を支援する、税収落ち込みで豪予算は赤字なるだろう、豪政府は必要なあらゆる措置をとると述べている。豪ドルは発言に大きな反応を示さず、弱含み。

AUD/JPY　56.69　AUD/USD　0.6316",,,,,,,,,,,,,,
通貨ペア別　売買動向,2009年2月2日（月）12:50:00,"【通貨ペア別　売買動向（単位：％）】

◆ドル円　　くりっく３６５　外為どっとコム
09/01/26　　　　67.8　　　　77.2
09/01/27　　　　69.5　　　　78.9
09/01/28　　　　66.0　　　　75.2
09/01/29　　　　70.5　　　　75.2
09/01/30　　　　73.4　　　　75.0

◆ユーロ円　くりっく３６５　外為どっとコム
09/01/26　　　　54.5　　　　71.0
09/01/27　　　　52.9　　　　70.5
09/01/28　　　　46.5　　　　69.2
09/01/29　　　　49.7　　　　76.6
09/01/30　　　　48.1　　　　81.5

◆ポンド円　くりっく３６５　外為どっとコム
09/01/26　　　　53.9　　　　62.6
09/01/27　　　　52.5　　　　61.2
09/01/28　　　　44.9　　　　55.2
09/01/29　　　　46.0　　　　50.8
09/01/30　　　　48.8　　　　47.2

◆豪ドル円　くりっく３６５　外為どっとコム
09/01/26　　　　99.0　　　　85.5
09/01/27　　　　98.8　　　　85.6
09/01/28　　　　98.8　　　　81.4
09/01/29　　　　98.8　　　　85.6
09/01/30　　　　99.0　　　　89.9

◆NZドル円　くりっく３６５　外為どっとコム
09/01/26　　　　87.7　　　　89.5
09/01/27　　　　87.9　　　　89.7
09/01/28　　　　86.5　　　　88.2
09/01/29　　　　89.3　　　　90.2
09/01/30　　　　90.4　　　　90.9

（注）売買動向＝買いポジション残高÷全ポジション残高
（資料）株式会社東京金融取引所、株式会社外為どっとコム",,,,,,,,,,,,,,
通貨オプション　リスクリバーサル　円コールオーバー拡大,2009年2月2日（月）13:19:00,"ドル円　　4.80-5.10　円コールオーバー
ユーロ円　6.35-6.65　円コールオーバー
ポンド円　6.65-6.95　円コールオーバー

先週末と比べ、円コールオーバーが拡大している。ドル円は4%台後半から5%挟み、ユーロ円は6%台前半から6%台半ば、ポンド円は6%台半ばから6%台後半へと上昇した。

※リスクリバーサルとは
同じ権利行使期日、取引金額、25％デルタのコールとプットを反対売買したときの差額をあらわしたもの。理論上はコールとプットの価格は一致するが、実際のマーケットでは通貨の需給に偏りがあるため、差額が生じる。",,,,,,,,,,,,,,
東京市場　クロス円中心に円買い,2009年2月2日（月）13:29:00,"クロス円中心にジリジリと円買いが進んでいる。ユーロ円は114円割れ、ポンド円は129円割れまで売られた。日経平均は現在151円安、前引け時点と比べ下げ幅を拡大している。クロス円ほどではないが、ドル円でも円買いが優勢。先ほど89.50レベルまで売られ、東京市場の安値を更新した。

USD/JPY　89.62　EUR/JPY　113.95　GBP/JPY　128.64",,,,,,,,,,,,,,
東京市場　豪ドル円　下落続く、財政赤字転落を嫌気,2009年2月2日（月）14:04:00,"豪ドル円の下落傾向が続いている。ラッド豪首相は本日、税収減で予算は赤字になると述べた。この発言が嫌気され、豪ドルは対円、対ドルで軟調。2月3日には豪中銀が政策金利を発表する。先週29日にはNZ中銀が予想外の1.5%利下げに踏み切った。これを機に豪中銀も大幅利下げに踏み切るとの見方が浮上している。

AUD/JPY　56.58",,,,,,,,,,,,,,
テクニカルポイント  ドル円　90円台後半にレジスタンスか,2009年2月2日（月）14:17:00,"101.37　200日移動平均
95.89　100日移動平均
94.78　一目均衡表・雲（上限）
93.02　ボリンジャーバンド　2σ上限（21日間）
90.88　一目均衡表・基準線
90.68　一目均衡表・雲（下限）
90.37　エンベロープ1%上限（10日間）
90.24　21日移動平均
89.61　現値
89.48　10日移動平均
88.94　一目均衡表・転換線
88.59　エンベロープ1%下限（10日間）
87.46　ボリンジャーバンド　2σ下限（21日間）

ドル円は89円台半ばで取引されている。短期移動平均（21日）の傾きが下向きとなっており、上値が重い。90円台前半から90円台後半にかけてはテクニカルポイントの束が集中している。1月28日、29日には90円台後半で押し戻された経緯がある。目先のレジスタンスとして意識されそうだ。",,,,,,,,,,,,,,
海外市場の注目ポイント（ISM製造業景気指数）,2009年2月2日（月）14:26:00,"＊ISM製造業景気指数（1月）3日0:00
予想　32.5　前回　32.9（32.4から修正）

海外市場では3日0時にISM製造業景気指数が発表される。本指標は全米の製造業の景況感をまとめたもの。景気の先行指標として市場参加者の注目度が高い。今回の市場予想は32.5と、景気判断の分岐点（50）を大きく下回る見通し。現状では国内外の需要が急速に落ち込んでいる。類似市場である1月のシカゴ購買部協会景気指数は33.3と、前回を下回った。1月は地区連銀調べの製造業景況感が改善したが、改善は小幅にとどまった。参考指標の結果を踏まえると、景況感の大幅な改善は期待できない。米国経済の不振を確認する結果となりそうだ。",,,,,,,,,,,,,,
アジア株　中台除き下落、インド株は2%安,2009年2月2日（月）14:31:00,"東京時間14:26現在

香港ハンセン指数　　 12912.98（-365.23　-2.75%）
中国上海総合指数　 2006.52（+15.87　+0.80%）
中国　シンセン総合指数　 617.29（+7.02　+1.15%）
台湾加権指数　　　　 4266.39（+18.42　+0.43%）
韓国総合株価指数　 1138.67（-23.44　-2.02%）
豪ASX200指数　　　 3497.40（-43.30　-1.22%）
インド　NIFTY指数　 2811.65（-63.15　-2.20%）
インドSENSEX30種　 9235.02（-189.22　-2.01%）",,,,,,,,,,,,,,
日経平均　大引け　120.07円安　7873.98円,2009年2月2日（月）15:01:00,,,,,,,,,,,,,,,
これからの予定【経済指標】,2009年2月2日（月）15:12:00,"【スイス】
＊SVME購買担当者景況指数（PMI）（1月）17:30
予想　36.0　前回　36.9

【香港】
＊小売売上高（12月）17:30
予想　-3.7%　前回　1.1%（前年比）
予想　-6.5%　前回　-2.8%（数量ベース・前年比）

【ユーロ圏】
＊ドイツ製造業PMI・確報値（1月）17:55
予想　32.0　前回　32.0

＊ユーロ圏製造業PMI・確報値（1月）18:00
予想　34.5　前回　34.5

【イギリス】
＊CIPS製造業PMI（1月）18:30
予想　34.5　前回　34.9

【アメリカ】
＊PCEコアデフレータ（12月）22:30
予想　0.0%　前回　0.0%（前月比）
予想　1.7%　前回　1.9%（前年比）

＊PCEデフレータ（12月）22:30
予想　1.0%　前回　1.4%（前年比）

＊個人支出（12月）22:30
予想　-0.9%　前回　-0.6%（前月比）

＊個人所得（12月）22:30
予想　-0.4%　前回　-0.2%（前月比）

＊ISM製造業景気指数（1月）3日0:00
予想　32.5　前回　32.9（32.4から修正）

＊建設支出（12月）3日0:00
予想　-1.2%　前回　-0.6%（前月比）",,,,,,,,,,,,,,
これからの予定【発言・イベント】,2009年2月2日（月）15:14:00,"17:00　金融庁長官　会見
17:30　財務次官　会見
21:00　ゴンザレス＝パラモECB専務理事　講演（バルセロナ） 

20日発表予定の米企業決算
＊は金融株　（）は予想1株当たり利益、単位:ドル
＊アフラック（1.001）
サンディスク（-0.611）
両者とも通常取引終了後、決算発表予定",,,,,,,,,,,,,,
日本株　概況　主力銘柄の業績悪化が引き続き重石、米バッドバンク構想懸念も,2009年2月2日（月）15:35:00,"2日の東京株式市場で日経平均株価は120.07円安の7873.98円で終了。先週末の米株式市場が米バッドバンク構想に対する懸念から軟調だったことや、主力の業績悪化が重石となった。ユーロ円などクロス円の一角が引き続き円高基調だったことも圧迫要因だった。
業種別指数では、全33業種中、27業種が下落。証券業、その他製品、パルプ・紙が軟調だった。一方で海運業、石油・石炭業は3％超の上昇率。鉱業も高かった。",,,,,,,,,,,,,,
ロンドン市場　英製造業PMI、ポンド高・ユーロ安の流れを後押しするか,2009年2月2日（月）15:51:00,"早朝のロンドン市場で、ドル円は89円台中盤、ユーロ円は114円ちょうど付近で取引されている。先週末から引き続き加盟国の格下げ懸念やECBの2月利下げ観測を背景にユーロが軟調。米バッドバンク構想に対する懸念や英欧で同様の構想が出始める中、リスク回避の動きはそれほど目立たず、ユーロがクローズアップされている。このほか、豪中銀の利下げ幅を巡って豪ドルも弱い。

本日のロンドン市場では、英欧の製造業PMIが発表されるほか、スイスのSVME購買担当者景況指数が発表される。ユーロ圏とドイツの製造業PMIは確報値のため手掛かりになる可能性は低い。ただ、英製造業PMIは結果次第では素直な反応となりそうだ。

USD/JPY 89.51 EUR/JPY 113.90",,,,,,,,,,,,,,
ロンドン市場　ユーロドル、下値にはオプションバリアーの噂,2009年2月2日（月）15:58:00,"ユーロドルは本日の安値圏である1.2710レベルで推移している。ユーロポンドは0.88台中盤で振幅。ユーロドルの下値1.2700レベルではオプションバリアーが置かれているとの噂がある中、一段の下値トライの動きはさえぎられている。

EUR/USD 1.2710 EUR/GBP 0.8863",,,,,,,,,,,,,,
米株価指数先物　時間外取引　安値更新　米バッドバンク構想の遅れを懸念,2009年2月2日（月）16:06:00,"東京時間16:06現在
ダウ平均先物3月限　7883.00（-72.00　-0.92%）
S&P500;先物3月限　815.70（-6.80　-0.83%）
NASDAQ100先物3月限　1168.25（-11.00　-0.93%）",,,,,,,,,,,,,,
NY原油・金　時間外取引　原油軟調　米株下げ幅拡大で,2009年2月2日（月）16:31:00,"東京時間16:18現在
NY原油先物3月限（WTI）（時間外取引）
1バレル＝41.01（-0.67　-1.61%）
NY金先物2月限（COMEX）（時間外取引）
1オンス＝909.80（-17.50　-1.89%）

原油は41ドル台前半で推移。一時は41ドルを割り込んだ。東京時間午後になって米株先物が下げに転じ、軟調推移となっていることで原油相場に動きが波及している。

先週末にはバドリOPEC事務局長が追加減産を示唆したほか、きょうはベネズエラのラミレス・エネルギー相が需要減と供給過剰を指摘した上で追加減産を支持する考えを示した。2009年後半にかけて景気が持ち直すとの一部見通しはあるものの、原油の需給バランスは供給過多であり、OPECは一段の追加減産に踏み切りたいようだ。",,,,,,,,,,,,,,
米株価指数先物　時間外取引　欧州株オープン前は本日安値圏,2009年2月2日（月）16:47:00,"東京時間16:47現在
ダウ平均先物3月限　7882.00（-73.00　-0.93%）
S&P500;先物3月限　815.40（-7.10　-0.86%）
NASDAQ100先物3月限　1168.50（-10.75　-0.91%）",,,,,,,,,,,,,,
ロンドン市場　米株価先物軟調、リスク回避色強い,2009年2月2日（月）16:53:00,"米株価先物が軟調に推移していることで、円高の動きが出ている。ユーロ円は113.65レベルまで、ポンド円は128円割れまで下落した。クロス円に引っ張られ、ドル円も水準を切り下げている。ポンドがドルやユーロに対して売られていることで、クロス円の中でポンド円の下げがやや目立つ。

特に新たなリスク回避材料は出ていないものの、各国のバッドバンク構想の具体像が見えないことや、何の対策もとられないまま時間が過ぎていることで、懸念が広がりやすいようだ。週末には米雇用統計の発表も控えている。

USD/JPY 89.48 EUR/JPY 113.85 GBP/JPY 128.06",,,,,,,,,,,,,,
欧州株　続落して始まる　FTは石油株が下げ主導,2009年2月2日（月）17:12:00,"東京時間17:12現在
英FT100　 4096.25（-53.39　-1.27%）
独DAX　　4265.10（-73.25　-1.65%）",,,,,,,,,,,,,,
スイス経済指標【SVME購買担当者景況指数】,2009年2月2日（月）17:30:00,"＊SVME購買担当者景況指数（PMI）（1月）17:30
結果　35.0
予想　36.0　前回　36.5（36.9から修正）",,,,,,,,,,,,,,
香港経済指標【小売売上高】,2009年2月2日（月）17:31:00,"＊小売売上高（12月）17:30
結果　0.8%
予想　-3.7%　前回　1.1%（前年比）
結果　-0.7%
予想　-6.5%　前回　-2.8%（数量ベース・前年比）",,,,,,,,,,,,,,
（再送）香港経済指標【小売売上高】 ,2009年2月2日（月）17:34:00,"前回値が修正されましたので、再送します。

＊小売売上高（12月）17:30
結果　0.8%
予想　-3.7%　前回　1.2％（1.1%から修正）（前年比）
結果　-0.7%
予想　-6.5%　前回　-2.7％（-2.8%から修正）（数量ベース・前年比）",,,,,,,,,,,,,,
ロンドン市場　ECBの2月利下げに続き、英中銀の利下げ幅に矛先向く,2009年2月2日（月）17:38:00,"ユーロポンドは0.8946レベルまでユーロ高・ポンド安が進んでいる。東京市場の安値から100ポイント超上昇した。東京市場では、ECBの2月の利下げ見送り説に懐疑的な見方が強まったことで、ユーロ安の流れが続いたが、ロンドン市場では英中銀の利下げ幅に関心が集まる格好となっている。英中銀の利下げ幅については、0.50％利下げを見通す向きが多いものの、豪中銀、ECBに続き、英中銀にも思惑の矛先が向いている。米格付け会社ムーディーズが英バークレイズの長期債格付けを引き下げたこともポンド売りを誘っている。

EUR/GBP 0.8946 GBP/USD 1.4237 EUR/USD 1.2741",,,,,,,,,,,,,,
ロンドン市場　アルムニア欧州委員、参加国のユーロ離脱説を否定,2009年2月2日（月）17:50:00,"アルムニア欧州委員の発言が報道されている。危機の終焉は1～2年以内と予想、スペインや他の参加国がユーロ圏から離脱する可能性はゼロなどと述べた。このところの懸念を火消しに掛かっている。不安定な経済、金融市場の中、ユーロから離脱するメリットとデメリットを考えると、確かにあまり現実的な話ではない。

ユーロドルはユーロポンドにサポートされ、1.27台中盤で小高く推移。1.2700レベルのオプションバリアーも下値を支えたようだ。

EUR/USD 1.2760 EUR/GBP 0.8951",,,,,,,,,,,,,,
ユーロ圏経済指標【ドイツ製造業PMI】,2009年2月2日（月）17:55:00,"＊ドイツ製造業PMI・確報値（1月）17:55
結果　32.0
予想　32.0　前回　32.0",,,,,,,,,,,,,,
ユーロ圏経済指標【ユーロ圏製造業PMI】,2009年2月2日（月）18:00:00,"＊ユーロ圏製造業PMI・確報値（1月）18:00
結果　34.4
予想　34.5　前回　34.5",,,,,,,,,,,,,,
ロンドン市場　金融株が全面安商状、リスク回避の円買いに,2009年2月2日（月）18:11:00,"欧州株式市場で、英バークレイズや英HSBC、ドイツ銀行、独ポストバンクなど金融株が全面安商状となる中、リスク回避の円買いが勢い付いている。英バークレイズは長期債格下げなど手掛かりが出ているが、他の金融株に売りが波及している様子もある。

ドル円は88.85レベルまで、ユーロ円は113円台前半まで円高推移。ポンド円は126円台中盤まで下落し、東京市場の高値から3円程度の下げ幅となっている。

USD/JPY 88.87 EUR/JPY 113.24 GBP/JPY 126.48",,,,,,,,,,,,,,
日本銀行　30日の外為市場出来高,2009年2月2日（月）18:20:00,"ドル円　
スポット　　　　 　　122億3800万ドル
先物＋スワップ　　　 385億9900万ドル
オプション　　　　　　22億8100万ドル

ユーロドル
スポット　　　　 　　 53億3100万ドル
先物＋スワップ　　 　 108億8500万ドル
オプション　　　　　　 ゼロ",,,,,,,,,,,,,,
ロンドン市場　NZドル円は9年ぶりの安値、リスク回避の円買いきつい,2009年2月2日（月）18:23:00,"オセアニア通貨はこの日の安値を更新。リスク回避の動きが強まる中、円やドルに対して下落しており、豪ドル/ドルは0.6261レベルまで、NZドル/ドルは0.4980レベルまで下落した。リスク回避のほか、豪ドル、NZドルともに今後の利下げ幅に焦点が当たっている。NZドル円は44円台前半まで下落し、9年ぶりの安値圏で推移。

豪中銀は明日金利発表を行う予定で、市場は1.00％の利下げ幅を見通している。一部では0.75％利下げを予想する向きもある。

AUD/USD 0.6265 NZD/USD 0.4988",,,,,,,,,,,,,,
英経済指標【CIPS製造業PMI】,2009年2月2日（月）18:29:00,"＊CIPS製造業PMI（1月）18:30
結果　35.8
予想　34.5　前回　34.9",,,,,,,,,,,,,,
ロンドン市場　ポンド売り続く、英製造業PMIの改善に反応無し,2009年2月2日（月）18:39:00,"ポンドドルは1.4206レベルまで、ポンド円は126円台前半で軟調に推移。英株式市場でバークレイズ中心に金融株が売られていることで、リスク回避の円高やドル高とポンド売りの動きが混合され、ポンド安が加速している。ロンドン早朝からユーロ高・ポンド安の動きも継続。

先程発表された1月の英製造業PMIは事前予想と前回値を上回ったが、ポンドをサポートできていない。

GBP/USD 1.4215 GBP/JPY 126.40 EUR/GBP 0.8962",,,,,,,,,,,,,,
テクニカルポイント　ドルスイス、2σ上限付近では利益確定の売りが出やすいか,2009年2月2日（月）18:55:00,"1.1737　ボリンジャーバンド　2σ上限（21日間）
1.1644　現値
1.1632　エンベロープ1%上限（10日間）
1.1517　10日移動平均
1.1516　一目均衡表・転換線
1.1433　100日移動平均
1.1402　エンベロープ1%下限（10日間）
1.1356　一目均衡表・雲（上限）
1.1322　21日移動平均
1.1182　一目均衡表・雲（下限）
1.1044　一目均衡表・基準線
1.0989　200日移動平均
1.0907　ボリンジャーバンド　2σ下限（21日間）

ドルスイスは4日続伸で、本日も買い優勢。先月中盤に短期移動平均線（10、21日）がゴールデンクロスを示現、上昇基調が継続している。先週には100日移動平均線も上抜けており、騰勢が強まりやすい。目先の上値目処はボリンジャーバンド2σ上限。もしくは、1月23日の高値1.1714レベル。このあたりの水準では利益確定の売りが出てきそうだ。",,,,,,,,,,,,,,
NY原油・金　時間外取引　原油、下げ幅拡大　欧米株安大幅安で,2009年2月2日（月）19:08:00,"東京時間19:08現在
NY原油先物3月限（WTI）（時間外取引）
1バレル＝40.37（-1.31　-3.14%）
NY金先物2月限（COMEX）（時間外取引）
1オンス＝914.10（-13.20　-1.42%）",,,,,,,,,,,,,,
