head,date,text,景気,物価,金利,マネーサプライ,貿易収支,雇用,個人消費,介入,要人発言,他通貨,石油,政治,株,債権
NY市場　他金融市場　2時台　ダウ平均上げ幅消す、ナスダックはプラス圏維持,2009年5月1日（金）02:10:00,"NY株式30日（NY時間13:08）
ダウ平均　　　8191.86（+6.13　+0.08%）
S&P500;　　　　875.86（+2.22　+0.26%）
ナスダック　　　1730.85（+18.91　+1.13%）

CME日経平均先物　8935（大証終比：+75　+0.84%）

出来高（億株）
NYSE　　　　7.43
ナスダック　15.65

欧州株式30日（GMT17:08）
英FT100　 4243.71（+54.12　+1.29%）
独DAX　　4769.45（+64.89　+1.38%）
仏CAC40　 3159.85（+42.91　+1.38%）

米国債利回り（NY時間13:08）
2年債　 　0.922（-0.032）
10年債　　3.124（+0.017）
30年債　　4.038（+0.011）

各国10年債
ユーロ圏　3.178（+0.047）
英　国　　3.503（+0.048）
カナダ　　3.112（+0.029）
豪　州　　4.569（+0.004）
日　本　　1.432（+0.012）

NY原油・金
NY原油先物6月限（WTI）（NY時間13:08）
1バレル＝50.63（-0.34　-0.67%）
NY金先物6月限（COMEX）
1オンス＝889.90（-10.60　-1.18%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,
NY市場　ドルカナダ反発、米石油需要は相変わらず弱い,2009年5月1日（金）02:29:00,"ドルカナダは1.19台中盤まで反発し、ロンドン朝方の水準まで戻した。クライスラーの破産申請が重石となり米株式市場を圧迫しているため、リスク回避でドルが買われている。カナダ円も83円台序盤まで上昇し、年初来高値を更新したが、82円台半ばまで反落。原油市場への売り圧力が継続していることもカナダを押し下げている。

エネルギー情報局（EIA）は、2月の米石油需要を前回の見通しから4.0％（日量78万バレル）下方修正した。前年比では5.4％減だった。

USD/CAD 1.1970 CAD/JPY 82.40",,,,,,,,,,,,,,
NY市場　CDC、ニュージャージーでも豚インフルエンザの症例を確認,2009年5月1日（金）02:41:00,"一部の報道によると、米疾病対策センター（CDC）はニュージャージーで豚インフルエンザの症例5件を確認した模様。この5人は、最近、メキシコやカリフォルニアへ旅行に出かけたと伝えられている。

ドル円はこの日の高値から調整し、98円台半ばで推移。99円ちょうど付近ではオプションの防戦売りが出ているとの指摘も。200日移動平均線（98.59）を実体ベースで突破できるか注目される。

USD/JPY 98.63",,,,,,,,,,,,,,
NY金　終値　1.0％安,2009年5月1日（金）02:54:00,"NY金先物6月限（COMEX）（終値）
1オンス＝891.20（-9.30　-1.03%）",,,,,,,,,,,,,,
NY市場　他金融市場　3時台　株式市場への売り一巡、原油前日終値周辺で推移,2009年5月1日（金）03:13:00,"NY株式30日（NY時間14:10）
ダウ平均　　　8199.19（+13.46　+0.16%）
S&P500;　　　　875.33（+1.69　+0.19%）
ナスダック　　　1722.93（+10.99　+0.64%）

CME日経平均先物　8945（大証終比：+85　+0.95%）

出来高（億株）
NYSE　　　　8.75
ナスダック　18.60

欧州株式30日終値
英FT100　 4243.71（+54.12　+1.29%）
独DAX　　4769.45（+64.89　+1.38%）
仏CAC40　 3159.85（+42.91　+1.38%）

米国債利回り（NY時間14:10）
2年債　 　0.915（-0.039）
10年債　　3.123（+0.015）
30年債　　4.040（+0.013）

各国10年債
ユーロ圏　3.178（+0.047）
英　国　　3.501（+0.046）
カナダ　　3.096（+0.013）
豪　州　　4.569（+0.004）
日　本　　1.432（+0.012）

NY原油・金
NY原油先物6月限（WTI）（NY時間14:10）
1バレル＝51.09（+0.12　+0.24%）
NY金先物6月限（COMEX）
1オンス＝891.90（-8.60　-0.96%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,
NY市場　豪ドル円、200日移動平均線を突破　昨年の8月以来,2009年5月1日（金）03:35:00,"豪ドル/ドルは0.72台後半で推移。NY昼前に0.73台中盤まで水準を切り上げたが、クライスラーの破産申請を背景に米株式市場が失速し、豪ドル/ドルの上値も抑えられている。東京市場のレンジに吸い寄せられた格好。豪ドル円はNY市場でこの日の高値を更新したが、足元では72円割れで推移。

各国で新型インフルエンザ（豚インフルエンザ）の感染拡大が危惧されているほか、クライスラーが破産法申請に至ったものの、リスク回避が強まった雰囲気は乏しく、昨日から強まっているリスク選好の動きが若干調整された程度のようだ。

また、豪ドル円は71.70水準の200日単純移動平均を超えて推移しており、本日の引け方も注目。実体ベースで超えてくると、市場参加者の意識も変わってきそうだ。豪ドル円が200日移動平均線を上回るのは昨年の8月以来。

AUD/USD 0.7286 AUD/JPY 71.89",,,,,,,,,,,,,,
NY原油　終値　0.2％高,2009年5月1日（金）03:52:00,"NY原油先物6月限（WTI）（終値）
1バレル＝51.12（+0.15　+0.29%）",,,,,,,,,,,,,,
NY市場　他金融市場　4時台　ダウ、前日終値近辺でもみ合い　クライスラー破綻でも売り続かず,2009年5月1日（金）04:11:00,"NY株式30日（NY時間15:10）
ダウ平均　　　8168.12（-17.61　-0.22%）
S&P500;　　　　871.61（-2.03　-0.23%）
ナスダック　　　1715.99（+4.05　+0.24%）

CME日経平均先物　8920（大証終比：+60　+0.67%）

出来高（億株）
NYSE　　　　10.38
ナスダック　21.75

欧州株式30日終値
英FT100　 4243.71（+54.12　+1.29%）
独DAX　　4769.45（+64.89　+1.38%）
仏CAC40　 3159.85（+42.91　+1.38%）

米国債利回り（NY時間15:10）
2年債　 　0.915（-0.039）
10年債　　3.123（+0.015）
30年債　　4.046（+0.018）

各国10年債
ユーロ圏　3.178（+0.047）
英　国　　3.501（+0.046）
カナダ　　3.097（+0.014）
豪　州　　4.569（+0.004）
日　本　　1.432（+0.012）

NY原油・金
NY原油先物6月限（WTI）（NY時間15:10）
1バレル＝50.95（-0.02　-0.04%）
NY金先物6月限（COMEX）
1オンス＝892.70（-7.80　-0.87%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,
NY原油・金　原油、悪材料に圧迫されつつも小幅高で引け,2009年5月1日（金）04:19:00,"NY原油先物6月限（WTI）（終値）
1バレル＝51.12（+0.15　+0.29%） 
NY金先物6月限（COMEX）（終値）
1オンス＝891.20（-9.30　-1.03%） 

原油は小幅高で終了。新型インフルエンザ（豚インフルエンザ）の感染拡大やクライスラーの破綻申請など圧迫材料はあったものの、米株式市場で売りは続かず、原油も下値が限られた。この日発表されたシカゴ購買部協会景気指数の予想を上回る改善など、景気悪化に歯止めが掛かりつつあるとの見方もあった。
金は下落して終了。ドルが対主要通貨で上昇したことで、金は売り優勢だった。",,,,,,,,,,,,,,
NY市場　終盤、値動き限定　ナスダック指数も上げ幅消す,2009年5月1日（金）04:36:00,"取引終盤、前日比プラス圏を維持していたナスダック指数も上げ幅を消した。米株式市場は全体的に上値が重く、クロス円を圧迫している。対主要通貨でもドルが買われ気味。ただ、全般的にNY市場のレンジ内での推移を続けており、値動きは限定的。

この日のNY市場では、予想を上回るシカゴ購買部協会景気指数を受けて景気の先行き懸念後退が改めて確認された。米企業の決算発表で、アナリスト予想を上回る結果もあり、投資家心理を支えた。クライスラーの破綻申請によって米株式市場は値を崩したものの、外為市場への影響は軽微だったといえる。

USD/JPY 98.61 EUR/JPY 130.63 GBP/JPY 146.05",,,,,,,,,,,,,,
NY市場　ユーロドル、序盤移行はもみ合い　日足は上髭陰線,2009年5月1日（金）05:09:00,"終盤、ユーロドルは1.32台前半で推移。ポンドドルは1.47台後半で振幅している。それぞれNY序盤にこの日の安値をつけた後、下げ一服となった。米株式市場が上げ幅を消して終了したものの、ドルの展開を大きく左右した場面は限定的。ただ、日足では上髭が目立つ形状となっている。

EUR/USD 1.3224 GBP/USD 1.4782",,,,,,,,,,,,,,
S&P500;種　セクター別騰落率,2009年5月1日（金）05:25:00,"S&P500;種　セクター別騰落率
△△上昇率上位△△
 不動産サービス     14.1％
 放送・ケーブルテレビ     10.8％
 紙製品     10.8％
 自動車製造     9.4％
 金属・ガラス容器     9.3％
 カジノ・ゲーム     8.4％
 工業用不動産投信     7.6％
 家庭用品・雑貨     6.5％
 陸運     5.3％
 鉄鋼     5％

▼▼下落率上位▼▼
 写真用品     -16.2％
 建設資材     -5.2％
 民生用電子機器     -5.2％
 タイヤ・ゴム     -5.1％
 レジャー用品     -3.8％
 石油・ガス採掘     -3.5％
 ガス     -3.2％
 旅客航空輸送業     -3％
 ヘルスケア施設     -3％
 石油・ガス精製・販売     -2.8％
貯蓄抵当不動産金融     -2.7％
 建設・土木     -2.5％

＊数値は前日比％",,,,,,,,,,,,,,
NY株式　終値　ダウ平均は17ドル安,2009年5月1日（金）05:26:00,"NY株式30日（NY時間16:23）
ダウ平均　　　8168.12（-17.61　-0.22%）
S&P500;　　　　872.81（-0.83　-0.10%）
ナスダック　　　1717.30（+5.36　+0.31%）

CME日経平均先物　8895（大証終比：+35　+0.39%）

出来高（億株）
NYSE　　　　17.40
ナスダック　28.48",,,,,,,,,,,,,,
NY株式　クライスラーの破綻申請を嫌気し上げ幅消す,2009年5月1日（金）05:38:00,"NY株式30日（NY時間16:23）
ダウ平均　　　8168.12（-17.61　-0.22%）
S&P500;　　　　872.81（-0.83　-0.10%）
ナスダック　　　1717.30（+5.36　+0.31%）

CME日経平均先物　8895（大証終比：+35　+0.39%）

出来高（億株）
NYSE　　　　17.40
ナスダック　28.48

30日の米株式市場は上値の重い展開。クライスラーが破産法11条の適用を申請したことで、序盤の上げ幅を消して終了した。この日決算発表を行ったエクソン・モービルの一株利益がアナリスト予想に対してやや弱かったことも、同業のシェブロンに売りを誘った。業績見通しを下方修正したP&G;も株価指数の重石となった。ただ、中国での掘削機の売上が最高水準まで回復したと報道されたキャタピラーが堅調。太陽光発電モジュールの製造を手がけるファーストソーラー、化学大手ダウケミカル、クレジットカード大手ビザなど強い決算内容を発表した企業もあり、業績懸念の後退が下値を支えた。ファーストソーラーは23.4％高、ダウケミカルは18.4％高、ビザは2.2％高だった。

ダウ採用銘柄
J&J;　　　　　　　52.36（+1.33　+2.61%）
P&G;　　　　　　　49.44（-0.98　-1.94%）
デュポン　　　　　27.90（-0.12　-0.43%）
ボーイング　　 　40.05（-0.50　-1.23%）　
キャタピラー　　 35.58（+1.89　+5.61%）　
ユナイテッド　　 48.84（-0.07　-0.14%）　
アルコア　　　 　9.07（+0.27　+3.07%）　
HP　　　　　　 　35.98（-0.47　-1.29%）　
GE　　　　　 　　12.65（+0.43　+3.52%）　
3M　　　　　　 　57.60（+0.08　+0.14%）　
エクソンモビル　 66.67（-1.77　-2.59%）　
シェブロン　　 　66.10（-1.46　-2.16%）　
コカコーラ　　 　43.05（+0.34　+0.80%）　
ディズニー　　 　21.90（+0.89　+4.24%）　
マクドナルド　 　53.29（-1.12　-2.06%）　
ウォルマート　　50.40（-0.05　-0.10%）
ホームデポ　　　26.32（-0.02　-0.08%）
JPモルガン　　　33.00（-1.48　-4.29%）
シティG　　　　 3.05（-0.07　-2.24%）
バンカメ　　　　 8.93（+0.25　+2.88%）
アメックス　　　 25.22（+0.27　+1.08%）　
クラフト　　　　 23.40（+0.13　+0.56%）
IBM　　　　　　103.21（-0.83　-0.80%）
AT&T;　　　　　 25.62（+0.10　+0.39%）
ベライゾン　　　30.34（-0.07　-0.23%）
マイクロソフト　 20.26（+0.01　+0.05%）
インテル　　　 　15.78（+0.43　+2.80%）
ファイザー　　　13.36（-0.07　-0.52%）
メルク　　　　 　24.24（+0.34　+1.42%）
GM　　　　　 　1.92（+0.11　+6.08%）",,,,,,,,,,,,,,
NY債券　長期ゾーンはほぼ変わらず、2年債利回りは低下,2009年5月1日（金）05:55:00,"米国債利回り（NY時間16:51）
2年債　 　0.899（-0.055）
10年債　　3.115（+0.008）
30年債　　4.032（+0.005）
2-10年債　222（+7）

30日の米国債市場では、長期ゾーンはほぼ変わらずだった。来週の710億ドル規模の入札を控えて、需給懸念から長期ゾーン中心に売りが入った。株高の動きも景気の先行き懸念を後退させ、相場を圧迫した。ただ、クライスラーの破産申請が発表されると買い戻された。2年債利回りは低下した。2-10年債の利回り格差は222bpまで拡大。",,,,,,,,,,,,,,
NY時間に伝わった発言・ニュース,2009年5月1日（金）06:23:00,"【経済指標結果】
【カナダ】
＊GDP（2月）21:30
結果　-0.1%
予想　-0.1%　前回　-0.7%（前月比） 

＊鉱工業製品価格（3月）21:30
結果　0.3%
予想　0.5%　前回　0.5%（0.4%から修正）（前月比） 

＊原材料価格指数（3月）21:30
結果　12.1%
予想　2.0%　前回　1.6%（1.7%から修正）（前月比） 

【アメリカ】
＊PCEコアデフレータ（3月）21:30
結果　0.2%
予想　0.1%　前回　0.2%（前月比）
結果　1.8%
予想　1.8%　前回　1.8%（前年比）

＊PCEデフレータ（3月）21:30
結果　0.6%
予想　0.7%　前回　0.9%（1.0%から修正）（前年比） 

＊新規失業保険申請件数（4月25日までの週）21:30
結果　631千件
予想　640千件　前回　645千件（640千件から修正） 

＊個人支出（3月）21:30
結果　-0.2%
予想　-0.1%　前回　0.4%（0.2%から修正）（前月比）

＊個人所得（3月）21:30
結果　-0.3%
予想　-0.2%　前回　-0.2%（前月比） 

＊シカゴ購買部協会景気指数（PMI）（4月）22:45
結果　40.1
予想　35.0　前回　31.4

【発言・ニュース】
【アメリカ】
＊米P&G;　
1-3月の決算で1株利益が0.84ドル（予想：0.81ドル）

＊米ダウ・ケミカル
1-3月の決算で項目除く1株利益0.12ドル（予想：-0.19ドル） 

＊米エクソン
第1四半期の1株利益は0.92ドル。
市場予想の1株利益は0.954ドル。

＊米疾病対策センター（CDC）
ニュージャージー州で豚インフルエンザの症例5件を確認。

＊フクダWHO事務局長補代理
新型インフルエンザの警戒水準を直ちにパンデミックのフェーズ6へ引き上げることは無い。

＊米クライスラー　
破産法11条を申請。 

＊オバマ米大統領
クライスラーとフィアットの提携は成功への大きな可能性。
クライスラーはより競争力のある企業として破綻から脱却すると確信。
GMとクライスラーは復活する。
3万人の雇用を維持できる。

【日本】
＊舛添厚生労働省大臣
新型インフルエンザに感染した疑いのある患者を新たに確認。",,,,,,,,,,,,,,
NY市場　ドル円の上昇継続、カナダ円は年初来高値を更新,2009年5月1日（金）06:36:00,ドル円は98円ちょうど付近から99円ちょうど付近まで上昇。日本国内で新たに新型インフルエンザと疑われる症例が見つかったと発表された。上げ一服後は98円台後半で推移。クロス円はドル円の上昇につれてこの日の高値を更新。ユーロ円は129円台後半から131円台前半まで、ポンド円は144円台半ばから147円ちょうど付近まで上昇した。米株式市場が上げ幅を消すと高値から離れた。カナダ円は82円台序盤から83円台序盤まで上昇し、年初来高値を更新。,,,,,,,,,,,,,,
NY市場　クライスラー破産申請も動揺は見られず,2009年5月1日（金）06:36:00,"30日のNY市場では東京、ロンドン市場からの円安推移が継続。上昇して始まった米株式市場はクライスラーの破綻申請を受けて失速したものの、ドル円が牽引する格好で円安の流れが続いた。日本国内で新型インフルエンザ（豚インフルエンザ）の感染が疑われる症例が見つかったことを手掛かりに円売りが入ったとの指摘もあった。ドルは米株式市場が上げ幅を消したこともあってしっかり推移。月末のためロンドンフィキシングにかけての動きが注目されたが、大きな動きは限られ無難に通過した。
この日発表された米シカゴ購買部協会景気指数は市場予想を上回った上、米新規失業保険申請件数は市場予想をやや下回ったが、影響は限定的。米PCEコアデフレータ・前年比は市場予想並の伸びだった。",,,,,,,,,,,,,,
NY市場　ユーロドル、朝方以降はもみ合い　フロー目立たず　,2009年5月1日（金）06:37:00,"ユーロドルはNY序盤に1.32割れまで下落した後、もみ合い。1.32割れから1.32台後半のレンジでもみ合った。ポンドドルは1.4700ちょうど付近まで下落しこの日の安値をつけた後、ロンドンフィキシングにかけて反発。その後は1.47台後半から1.48台前半で振幅を繰り返した。ドルカナダは1.18台後半から1.19台後半まで反発。クライスラーの破綻申請を受けて米株式市場が上げ幅を消し、ドルが堅調だった。
この日、オバマ米大統領は、クライスラーの破産法申請は復活するための道、クライスラーはより競争力のある企業として破綻から脱却すると確信、と述べた。クライスラーとフィアットとの提携も発表され、3万人の雇用を維持できるとも語った。",,,,,,,,,,,,,,
本日の予定【経済指標】,2009年5月1日（金）07:12:00,"【日本】
＊失業率（3月）8:30
予想　4.6%　前回　4.4%

＊有効求人倍率（3月）8:30
予想　0.55　前回　0.59

＊全国消費者物価指数（CPI）（3月）8:30
予想　-0.3%　前回　-0.1%（前年比）
予想　-0.2%　前回　0.0%（生鮮食料品除くコア）（前年比）

【イギリス】
＊CIPS製造業PMI（購買担当者指数）（4月）17:30
予想　40.0　前回　39.1

【アメリカ】
＊ISM製造業景気指数（4月）23:00
予想　38.4　前回　36.3

＊ミシガン大学消費者信頼感指数・確報値（4月）23:00
予想　61.9　前回　61.9

＊製造業新規受注（3月）23:00
予想　-0.6%　前回　1.8%（前月比）",,,,,,,,,,,,,,
東京市場　ストレステスト結果発表を延期,2009年5月1日（金）07:14:00,"関係筋として、米銀のストレステストの結果発表が5月4日から延期される、と報じられている。1日にも発表日を公表する公算。


現状では、為替市場の反応はみられていない。

USD/JPY　98.55　EUR/JPY　130.38　EUR/USD　1.3226",,,,,,,,,,,,,,
本日の予定【発言・イベント】,2009年5月1日（金）07:15:00,"1日
22:45　ブラード・セントルイス連銀総裁講演

＊メーデーによる休場
中国、韓国、香港、シンガポール、マレーシア
南アフリカ、インド（マハラシュトラ州の日）
ユーロ圏各国、スイス（ロンドンはオープン）",,,,,,,,,,,,,,
東京市場　ピボット分析（主要国通貨）,2009年5月1日（金）07:40:00,"東京時間6:00現在

ドル円
終値98.63　高値98.99　安値97.15

101.20　ハイブレイク
100.10　抵抗2
99.36　抵抗1
98.26　ピボット
97.52　支持1
96.42　支持2
95.68　ローブレイク

ユーロドル
終値1.3230　高値1.3386　安値1.3192

1.3541　ハイブレイク
1.3463　抵抗2
1.3347　抵抗1
1.3269　ピボット
1.3153　支持1
1.3075　支持2
1.2959　ローブレイク

ポンドドル
終値1.4790　高値1.4947　安値1.4704

1.5166　ハイブレイク
1.5057　抵抗2
1.4923　抵抗1
1.4814　ピボット
1.4680　支持1
1.4571　支持2
1.4437　ローブレイク

ドルスイス
終値1.1406　高値1.1433　安値1.1272

1.1630　ハイブレイク
1.1531　抵抗2
1.1469　抵抗1
1.1370　ピボット
1.1308　支持1
1.1209　支持2
1.1147　ローブレイク",,,,,,,,,,,,,,
"東京市場　ピボット分析（資源国通貨）
",2009年5月1日（金）07:41:00,"東京時間6:00現在

オージードル
終値0.7256　高値0.7384　安値0.7233

0.7500　ハイブレイク
0.7442　抵抗2
0.7349　抵抗1
0.7291　ピボット
0.7198　支持1
0.7140　支持2
0.7047　ローブレイク

キーウィドル
終値0.5652　高値0.5754　安値0.5628

0.5854　ハイブレイク
0.5804　抵抗2
0.5728　抵抗1
0.5678　ピボット
0.5602　支持1
0.5552　支持2
0.5476　ローブレイク

ドルカナダ
終値1.1925　高値1.2051　安値1.1863

1.2218　ハイブレイク
1.2134　抵抗2
1.2030　抵抗1
1.1946　ピボット
1.1842　支持1
1.1758　支持2
1.1654　ローブレイク",,,,,,,,,,,,,,
東京市場　ピボット分析（クロス円）,2009年5月1日（金）07:42:00,"東京時間6:00現在

ユーロ円
終値130.52　高値131.26　安値128.93

133.87　ハイブレイク
132.57　抵抗2
131.54　抵抗1
130.24　ピボット
129.21　支持1
127.91　支持2
126.88　ローブレイク

ポンド円
終値145.89　高値146.97　安値143.66

150.66　ハイブレイク
148.82　抵抗2
147.35　抵抗1
145.51　ピボット
144.04　支持1
142.20　支持2
140.73　ローブレイク

スイス円
終値86.48　高値86.90　安値85.61

88.34　ハイブレイク
87.62　抵抗2
87.05　抵抗1
86.33　ピボット
85.76　支持1
85.04　支持2
84.47　ローブレイク

豪ドル円
終値71.55　高値72.57　安値70.31

74.90　ハイブレイク
73.74　抵抗2
72.64　抵抗1
71.48　ピボット
70.38　支持1
69.22　支持2
68.12　ローブレイク

NZドル円
終値55.75　高値56.36　安値54.72

58.14　ハイブレイク
57.25　抵抗2
56.50　抵抗1
55.61　ピボット
54.86　支持1
53.97　支持2
53.22　ローブレイク

カナダドル円
終値82.70　高値83.06　安値80.95

85.63　ハイブレイク
84.35　抵抗2
83.52　抵抗1
82.24　ピボット
81.41　支持1
80.13　支持2
79.30　ローブレイク",,,,,,,,,,,,,,
東京市場　ピボット分析（新興国通貨）,2009年5月1日（金）07:43:00,"東京時間6:00現在

ランド円
終値11.65　高値11.71　安値11.33

12.18　ハイブレイク
11.94　抵抗2
11.80　抵抗1
11.56　ピボット
11.42　支持1
11.18　支持2
11.04　ローブレイク

シンガポールドル円
終値66.59　高値67.01　安値65.49

68.76　ハイブレイク
67.88　抵抗2
67.24　抵抗1
66.36　ピボット
65.72　支持1
64.84　支持2
64.20　ローブレイク

香港ドル円
終値12.73　高値12.77　安値12.53

13.06　ハイブレイク
12.92　抵抗2
12.82　抵抗1
12.68　ピボット
12.58　支持1
12.44　支持2
12.34　ローブレイク",,,,,,,,,,,,,,
