head,date,text,景気,物価,金利,マネーサプライ,貿易収支,雇用,個人消費,介入,要人発言,他通貨,石油,政治,株,債権
東京市場　ドル円、下値ではショートカバー根強い　クロス円をサポート,2009年3月2日（月）10:57:00,"ドル円は97円台中盤まで切り返している。クロス円の軟調推移を受けて一時は97円割れまで下落したものの、下値では円買いポジションの巻き戻しが強い。クロス円も下げ一巡。ドル円の動きにサポートされ、ユーロ円は122円台後半、ポンド円は139円ちょうど前後まで水準を切り上げている。株式市場の軟調さは変わらないが、ドル円のショートカバーが円高の動きをせき止めたようだ。

USD/JPY 97.55 EUR/JPY 122.86 GBP/JPY 138.94",,,,,,,,,,,,,,
日経平均　前引け　242.46円安　7325.96円,2009年3月2日（月）11:01:00,,,,,,,,,,,,,,,
バルチック海運指数=02/27時点=,2009年3月2日（月）11:18:00,"バルチック海運指数
1986（前日比：1.85%）
ハンディマックス・インデックス
628（前日比：2.78%）
パナマックス・インデックス
1542（前日比：3.28%）
ケープサイズ・インデックス
2734（前日比：14.87%）

＊バルチック海運指数はハンディマックス、パナマックス、ケープサイズなど船舶のサイズごとの海上運賃指数をまとめた総合指数。",,,,,,,,,,,,,,
アジア株　全面安、米景気の先行き懸念強まり売り優勢,2009年3月2日（月）11:50:00,"東京時間11:42現在
香港ハンセン指数　　 12400.56（-411.01　-3.21%）
中国上海総合指数　 2071.62（-11.23　-0.54%）
台湾加権指数　　　　 4491.99（-65.16　-1.43%）
韓国総合株価指数　 1029.88（-33.15　-3.12%）
豪ASX200指数　　　 3253.80（-90.70　-2.71%）

2日のアジア株式市場は軟調。弱い米GDPやシティGが政府管理下に置かれたことから、先週末の米株式市場が下落したため、アジア市場も売られている。HSBCの増資観測の中で、金融株も軟調。",,,,,,,,,,,,,,
東京市場　午前からの値動きは一巡、リスク回避色は残る,2009年3月2日（月）12:08:00,"ドル円は99.88レベルまで反発した後、97円台中盤で取引されている。反発の背景にはショートカバーのほか、本邦輸入の円売り・ドル買いがあったとの指摘もある。国内投資家の円売り・ドル買いも観測された。
ユーロドルは1.25台後半で推移。早朝からの下げは一巡したものの、この日の安値圏で振幅している。東欧への追加経済支援が合意に至らなかったことが嫌気されたほか、ユーロ円の下げも重石となった。
ポンドドルはポンド円の下げにつられ、1.4200レベルまで下落。1.42台中盤まで戻す場面もあったが、リスク回避の動きが残っており、上値は重い。

USD/JPY 97.59 EUR/USD 1.2575 GBP/USD 1.4217",,,,,,,,,,,,,,
米株価指数先物　時間外取引　下げ幅拡大、米AIG決算は本日20時ごろ,2009年3月2日（月）12:26:00,"東京時間12:22現在
ダウ平均先物3月限　6958.00（-94.00　-1.37%）
S&P500;先物3月限　721.80（-12.40　-1.69%）
NASDAQ100先物3月限　1096.00（-21.00　-1.88%）

米株価指数は下げ幅を拡大し、90ポイント程度下落。本日20時に米AIGの四半期決算が発表される。市場予想は過去最悪の約600億ドルの赤字となる見通し。米政府から300億ドルの追加支援を受けるほか、アリコをFRBに譲渡するなどと報じられている。",,,,,,,,,,,,,,
通貨ペア別　売買動向,2009年3月2日（月）12:45:00,"【通貨ペア別　売買動向（単位：％）】

◆ドル円　　くりっく３６５　外為どっとコム
09/02/23　　　　57.4　　　　62.7
09/02/24　　　　55.9　　　　61.9
09/02/25　　　　60.0　　　　61.9
09/02/26　　　　62.2　　　　62.6
09/02/27　　　　64.4　　　　62.4

◆ユーロ円　くりっく３６５　外為どっとコム
09/02/23　　　　37.8　　　　58.7
09/02/24　　　　33.0　　　　51.3
09/02/25　　　　39.8　　　　55.1
09/02/26　　　　36.9　　　　53.1
09/02/27　　　　39.3　　　　56.8

◆ポンド円　くりっく３６５　外為どっとコム
09/02/23　　　　31.7　　　　43.1
09/02/24　　　　27.6　　　　41.1
09/02/25　　　　36.8　　　　48.0
09/02/26　　　　32.8　　　　44.7
09/02/27　　　　34.8　　　　46.7

◆豪ドル円　くりっく３６５　外為どっとコム
09/02/23　　　　96.7　　　　78.2
09/02/24　　　　96.4　　　　72.3
09/02/25　　　　96.4　　　　72.2
09/02/26　　　　97.1　　　　72.5
09/02/27　　　　97.2　　　　75.8

◆NZドル円　くりっく３６５　外為どっとコム
09/02/23　　　　82.1　　　　85.7
09/02/24　　　　79.6　　　　83.5
09/02/25　　　　80.4　　　　83.5
09/02/26　　　　80.1　　　　83.6
09/02/27　　　　82.4　　　　85.9

（注）売買動向＝買いポジション残高÷全ポジション残高
（資料）株式会社東京金融取引所、株式会社外為どっとコム",,,,,,,,,,,,,,
東京市場　豪ドル/ドル、下げ一巡後はこの日の安値圏でもみ合い,2009年3月2日（月）12:57:00,"豪ドル/ドルは0.63台前半で推移。下げ一巡後はこの日の安値圏でもみ合っている。
2日、スワン豪財務省は第4四半期の豪経済成長について、世界的な景気悪化の影響を受けたとの見方を示している。本日発表された豪製造業指数は過去最低だった。
明日、豪中銀金利が発表される。アナリストの間では0.25%の利下げが予想されており、以前と比べると大幅利下げ観測は後退している。

AUD/USD 0.6332",,,,,,,,,,,,,,
東京市場　韓国ウォン買い・ドル売り介入観測,2009年3月2日（月）13:23:00,"韓国ウォン買い・ドル売り介入観測が出ている中、ユーロドルは1.2544レベルまで下落し、この日の安値を更新。ポンドドルも1.4178レベルまで下げた。対円以外でドル高の動きが見られる。

EUR/USD 1.2555 GBP/USD 1.4193",,,,,,,,,,,,,,
通貨オプション　リスクリバーサル　円コールオーバー、縮小傾向は一服,2009年3月2日（月）13:36:00,"ドル円　　1.65-1.95　円コールオーバー
ユーロ円　1.55-1.85　円コールオーバー
ポンド円　1.85-2.15　円コールオーバー

先週末の東京市場の水準と比べて、ドル円、クロス円ともに円コールオーバーは拡大。先週末の海外市場からリスク回避の円買いが強まっていることが背景。

※リスクリバーサルとは
同じ権利行使期日、取引金額、25％デルタのコールとプットを反対売買したときの差額をあらわしたもの。理論上はコールとプットの価格は一致するが、実際のマーケットでは通貨の需給に偏りがあるため、差額が生じる。",,,,,,,,,,,,,,
テクニカルポイント　ドル円、調整局面ながら97円ちょうど付近に抵抗,2009年3月2日（月）14:12:00,"100.28　200日移動平均
98.82　ボリンジャーバンド　2σ上限（21日間）
97.51　現値
96.55　エンベロープ1%上限（10日間）
95.60　10日移動平均
95.41　一目均衡表・転換線
94.64　エンベロープ1%下限（10日間）
93.67　100日移動平均
93.49　一目均衡表・基準線
93.06　21日移動平均
92.66　一目均衡表・雲（上限）
90.05　一目均衡表・雲（下限）
87.30　ボリンジャーバンド　2σ下限（21日間）

ドル円は97円台中盤で推移。10日、21日移動平均線は上向いており、短期上昇トレンドが強まっている。ボリンジャーバンド2σ上限の内側で推移しており、一時の騰勢は弱まっているものの、97円ちょうど付近では軽いサポートが出来ている。この水準を背に浅い押しを拾っていくのも一考。ただ、ストップは狭く。",,,,,,,,,,,,,,
東京市場　ドル円、午後は値幅狭い　海外勢の参加待ち,2009年3月2日（月）14:20:00,"午後のドル円は97円台前半から中盤で小動き。株安を背景としたリスク回避の動きがあることから上値は抑えられているものの、下値ではショートカバーも入り、一方的な展開にはなりにくいようだ。クロス円では、ユーロ円が122円台中盤、ポンド円は138円台中盤で上値の重い展開。

USD/JPY 97.39 EUR/JPY 122.49 GBP/JPY 138.49",,,,,,,,,,,,,,
アジア株　インド市場も下げて始まる、米株式市場の下値警戒,2009年3月2日（月）14:34:00,"東京時間14:29現在

香港ハンセン指数　　 12321.04（-490.53　-3.83%）
中国上海総合指数　 2086.83（+3.98　+0.19%）
中国　シンセン総合指数　 667.69（+8.62　+1.31%）
台湾加権指数　　　　 4422.94（-134.21　-2.95%）
韓国総合株価指数　 1024.85（-38.18　-3.59%）
豪ASX200指数　　　 3250.10（-94.40　-2.82%）
インド　NIFTY指数　 2698.85（-64.80　-2.34%）
インドSENSEX30種　 8690.11（-201.50　-2.27%）",,,,,,,,,,,,,,
海外市場の注目ポイント（米ISM製造業景気指数）,2009年3月2日（月）14:49:00,"東京時間の0:00に米ISM製造業景気指数が発表される。前回値と市場予想は以下のとおり。

＊ISM製造業景気指数（2月）3日0:00
予想　34.0　前回　35.6

市場は、本指数は低水準を維持すると見通している。米景気悪化が続く中、内訳の生産や新規受注指数の改善見通しは乏しい。雇用指数も低空飛行を続けそうだ。仮に、強めの結果となるようならばサプライズとなるが、可能性は低い。",,,,,,,,,,,,,,
日経平均　大引け　288.27円安　7280.15円,2009年3月2日（月）15:01:00,,,,,,,,,,,,,,,
このあとの予定【経済指標】,2009年3月2日（月）15:24:00,"【スイス】
＊SVME購買担当者景況指数（PMI）（2月）17:30
予想　34.8　前回　35.0

【香港】
＊小売売上高（1月）17:30
予想　4.0%　前回　0.8%（前年比）
予想　3.2%　前回　-0.7%（数量ベース・前年比）

【ユーロ圏】
＊ドイツ製造業PMI・確報値（2月）17:55
予想　32.2　前回　32.2

＊ユーロ圏製造業PMI・確報値（2月）18:00
予想　33.6　前回　33.6

＊ユーロ圏消費者物価指数・概算値速報（2月）19:00
予想　1.0%　前回　1.1%（前年比）

【イギリス】
＊CIPS製造業PMI（2月）18:30
予想　35.0　前回　35.8

【アメリカ】
＊PCEコアデフレータ（1月）22:30
予想　0.1%　前回　0.0%（前月比）
予想　1.6%　前回　1.7%（前年比）

＊PCEデフレータ（1月）22:30
予想　0.5%　前回　0.6%（前年比）

＊個人支出（1月）22:30
予想　0.4%　前回　-1.0%（前月比）

個人所得（1月）22:30
予想　-0.2%　前回　-0.2%（前月比）

＊ISM製造業景気指数（2月）3日0:00
予想　34.0　前回　35.6

＊建設支出（1月）3日0:00
予想　-1.5%　前回　-1.4%（前月比）

【カナダ】
＊GDP（12月）22:30
予想　-0.7%　前回　-0.7%（前月比）

＊GDP（第4四半期）
予想　-3.6%　前回　1.3%（年率換算）",,,,,,,,,,,,,,
"これからの予定【発言・イベント】
",2009年3月2日（月）15:29:00,"3日
1:30　ローゼングレン・ボストン連銀総裁　講演「金融危機と規制システム再編について」（ワシントン）
2:45　ラッカー・リッチモンド連銀総裁　講演「政府貸し出しと金融政策」（バージニア州アーリントン）
3:30　ロート・スイス連銀総裁　講演


米主要企業決算発表
アメリカン・インターナショナル・グループ＊　（-0.369）

＊は金融株　カッコ内は予想1株利益、単位:ドル",,,,,,,,,,,,,,
日本株　概況　急反落　株価対策への期待の一方、外国人の売り継続　,2009年3月2日（月）15:43:00,"2日の東京株式市場は大幅に反落。先週末のNY株式市場が大幅に下落したことで、外国人中心に売りが優勢、日経平均は寄り付きから売り優勢で始まった。ほぼ全面安の展開のなか、先週までのりバウンドによる短期筋の利益確定売りが優勢、日経平均の下げ幅は一時300円を超えた。下値では公的年金や政府の株価対策に対する期待感もあったものの、3月に入って改めて売りが入っているような雰囲気となった。ハイテク株、自動車株や銀行株など主力株は揃って下落。内需関連株も冴えない動きとなっている。

政府による株価対策への期待感が一部ではあるようだ。しかし、懐疑的な見方もあるうえ、市場の自然な動きに対する無理な介入は、結局、一時的効果に過ぎない。根本的な問題が解決しない限り、焼け石に水になる可能性もあると言えよう。根本的解決には時間が必要なのかもしれない。

東証1部の値上がり銘柄数は323、値下がり銘柄数は1288となった。売買代金は1兆788億円。",,,,,,,,,,,,,,
NY原油・金　時間外取引　原油大幅安　米経済への不透明感が重石に　金は反発,2009年3月2日（月）15:53:00,"東京時間15:49現在
NY原油先物4月限（WTI）（時間外取引）
1バレル＝43.63（-1.13　-2.52%）
NY金先物4月限（COMEX）（時間外取引）
1オンス＝953.60（+11.10　+1.18%）

米株先物が軟調に推移する中、原油は2.5%下落し43ドル台中盤で取引。本日は東京タイムからマイナス圏での推移が続いている。先週末に発表された10-12月期米GDPの改定値は前期比年率で-6.2%となり、市場予想のも大幅に下回る水準へと下方改定された。景気減速の深刻化が原油の需要減につながるとの見方が原油相場を圧迫している。

一方、安全資産の金は買い戻しが優勢となっている。",,,,,,,,,,,,,,
英HSBC　08年通期　57.3億米ドル　125億ポンド増資へ,2009年3月2日（月）16:22:00,"08年通期　純利益　57.3億米ドル　前年比70％減
08年通期　税引き前利益　199億米ドル
中核的自己資本比率（Tier1） 8.3％（12月31日現在）
自己資本比率　11.4％（12月31日現在）
配当は通期で0.64米ドル（第4四半期0.10ドル含む）
09年を見通すことは困難。
09年1月の業績は強い。この先、期待したい。
株主割当増資で125億ポンド調達。
株主割当増資は12株に対し5株、1株254ペンスで実施",,,,,,,,,,,,,,
ロンドン市場　ポンド買い　HSBC　1月は好調と発言,2009年3月2日（月）16:36:00,"ポンド買いがやや優勢となっている。ポンド円は一時139.50水準まで上昇、ポンドドルは1.4285近辺に上昇している。また対ユーロでも上昇。英HSBCが先程決算を発表し、09年を予想することは困難としながらも、1月のパフォーマンスは好調と述べていた。また125億ポンドの増資も発表している。12月31日時点と中核的自己資本（Tier1）は8.3％。

GBP/USD　1.4264　GBP/JPY　139.07　EUR/GBP　0.8812",,,,,,,,,,,,,,
ロンドン市場　NZドル/ドル、一時02年11月以来の水準に低下　NZ財務省の弱気発言も,2009年3月2日（月）16:54:00,"NZドル/ドルは0.49台中盤で取引されている。0.5000を割り込み、窓を開けて始まったNZドル/ドルは東京タイム序盤、売りに押されて02年年末以来の水準となる0.4905近辺まで値を下げる場面があった。このほかNZ財務省が国内経済について「世界経済の深刻化により予想以上に縮小する恐れ」との見解を示したことも相場の重石となったようだ。現在はやや値を戻しているものの、上値は重い。

NZD/USD 0.4940",,,,,,,,,,,,,,
欧州株　英FTは続落　決算と増資発表のHSBCは6.9%安,2009年3月2日（月）17:11:00,"東京時間17:10現在
英FT100　 3729.07（-101.02　-2.58%）
独DAX　　3757.06（-86.68　-2.20%）",,,,,,,,,,,,,,
スイス経済指標【SVME購買担当者景況指数】,2009年3月2日（月）17:36:00,"＊SVME購買担当者景況指数（PMI）（2月）17:30
結果　32.6
予想　34.8　前回　35.0",,,,,,,,,,,,,,
香港経済指標【小売売上高】,2009年3月2日（月）17:37:00,"＊小売売上高（1月）17:30
結果　7.4%
予想　1.2%　前回　1.1%（0.8%から修正）（前年比）
結果　5.4%
予想　0.1%　前回　-0.5%（-0.7%から修正）（数量ベース・前年比）",,,,,,,,,,,,,,
米株価指数先物　時間外取引　下げ幅拡大、120ポイント安へ,2009年3月2日（月）17:40:00,"東京時間17:40現在
ダウ平均先物3月限　6925.00（-127.00　-1.87%）
S&P500;先物3月限　719.30（-14.90　-2.03%）
NASDAQ100先物3月限　1099.75（-17.25　-1.54%）",,,,,,,,,,,,,,
ロンドン市場　ポンド一転下げへ,2009年3月2日（月）17:45:00,"東京時間の終盤に上昇したポンドは一転、売りが強まっている。HSBCの決算が発表後、ポンド買いが強まったものの、欧州株が開くと、HSBCは6％超の大幅下落となっていることから、ポンド売りが強まっているようだ。ポンド円は139.50近辺まで上昇したものの、一時138円台前半まで下落している。

GBP/USD　1.4225　GBP/JPY　138.54　EUR/GBP　0.8846",,,,,,,,,,,,,,
ユーロ圏経済指標【ドイツ製造業PMI】,2009年3月2日（月）17:56:00,"＊ドイツ製造業PMI・確報値（2月）17:55
結果　32.1
予想　32.2　前回　32.2",,,,,,,,,,,,,,
ユーロ圏経済指標【ユーロ圏製造業PMI】,2009年3月2日（月）18:00:00,"＊ユーロ圏製造業PMI・確報値（2月）18:00
結果　33.5
予想　33.6　前回　33.6",,,,,,,,,,,,,,
ロンドン市場　ドイツ、ユーロ圏製造業PMIほぼ予想通りで反応限定的,2009年3月2日（月）18:17:00,"先ほど発表された独製造業PMIとユーロ圏製造業PMIはどちらともほぼ予想通りの結果となった。予想範囲内となったことで、為替相場の反応は軽微。ユーロ円はユーロポンドは0.88台中盤、ユーロドルは1.25台後半、ユーロ円は122円台後半で小動きとなっている。このあと18:30には英製造業PMIが発表予定。

EUR/GBP 0.8852　EUR/USD 1.2599　EUR/JPY 122.74",,,,,,,,,,,,,,
